feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,PERF
1e-05,1e-05,0.10191302278828013,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.26147047758995845,0.024421131114090062,1e-05,1e-05,1e-05,1e-05,1e-05,12.06557834374405
0.6010837755051932,0.2609970845949231,1e-05,1e-05,1e-05,0.17126707377418743,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.09794750696274715,14.414444161762217
0.4036750179361001,0.21807424084828494,0.3979635569317289,0.5312294962737552,0.36547562592458693,0.10904402183229939,0.15609813695110553,0.17698655074202968,0.4221228298747738,0.7389510878753333,1e-05,1e-05,0.4538669985851292,0.33733921141643675,0.6316734531705968,0.5041067707368445,0.33299353634251483,13.907704019897272
0.25012978031764155,0.20541202496493938,0.34993265344643115,0.12365544405210181,0.22553779661040516,0.045461911812660585,1e-05,0.15515669354844563,1e-05,0.3108424429438764,1e-05,0.22291494259402142,0.3012525038626511,0.03013412209064693,1e-05,0.0908628467704237,0.28736104428697395,13.916112619280755
1e-05,1e-05,1e-05,1e-05,1e-05,0.07433112550344964,0.002050901617211222,1e-05,1e-05,0.36947760029310367,0.037207175543043605,1e-05,1e-05,1e-05,1e-05,0.1769935308251384,1e-05,9.874723354232884
1e-05,1e-05,0.376398848205005,1e-05,0.00464007911473435,0.1672600337310073,1e-05,1e-05,1e-05,1e-05,0.10993628384416217,0.12233273929449968,0.642029361122742,1e-05,1e-05,1e-05,1e-05,10.986088856636977
0.9969849534847203,0.9470218302867102,0.8525930379859169,0.863327688952651,0.8310963102568372,0.8978613955331018,0.9979292400137106,0.9599228593371933,0.9935661407505669,0.8842458317010425,0.8284111858896532,0.9337717601526383,0.8455980646682697,0.9500650909836248,0.9384841859671761,0.7541262622168565,0.8131925650223621,12.010670626454237
0.718583201775497,0.7639254146600416,0.36546803756261725,0.7429013473704325,0.9201178420197929,1.0,0.8334564981394619,0.7551358613481323,0.8443356627618284,0.45070173271124414,0.9728064507085268,0.34605077763934033,1e-05,0.6048512573311641,1e-05,0.1956610271735761,1.0,14.19251245138678
1e-05,1e-05,1e-05,1e-05,1e-05,0.014991874151029668,0.7278544150286359,0.22247538622685312,0.18047049374906857,0.4802667296878599,0.828724408239409,0.4946402254963381,0.3386577835335692,0.15343153760278666,0.24118843110300936,1e-05,0.06060468214286562,14.232245873401402
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.028611901441209286,1e-05,11.20282596430038
0.10449876530286385,0.11200357955305114,0.3019527999673507,0.15523962575421327,1e-05,0.17138557958257822,0.0828085425272298,1e-05,0.16812315334773836,0.24671824708593423,0.08387002271548036,1e-05,1e-05,0.22817326447339764,0.06053345979108023,0.3734731580445312,1e-05,12.23107491208304
1e-05,0.06722836589063856,0.43078239300688326,0.45696216600003475,0.39946423916513885,0.7326597986043742,0.3115194547671875,1e-05,0.09062600001874593,0.23664960071108992,0.705226468368589,0.7567334257689198,0.6528912493578582,0.2430095226543666,0.44267735101310585,0.17095584885403883,0.052043810340144034,13.783093720205056
0.22071723903352428,0.06564489787531715,0.07745717906263326,0.44974433878421566,1e-05,1e-05,0.3258386899117574,0.6036158928516336,0.5432846465885576,0.5584815200340579,0.5971331672470229,1e-05,0.4299335203987492,0.3541138780341267,0.4407828105827817,0.11298710145271619,0.26481799585442983,14.320748201430604
