feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,PERF
0.33136834077274124,0.7874903041585916,0.23568204751073438,0.8570687108892253,0.26724400058009457,0.23286709378034245,0.3278194891783128
0.0038525719501303264,0.9772281859042948,0.961406730407395,0.7504187729869773,-0.1909679082219107,1.0263920805618514,28.177644944520726
0.6540405032026406,0.3110088139051714,0.34295772398339536,0.2280197206418685,0.3252949995209962,0.37185028770601936,1.5837328824120507
0.5227648457196891,0.373012115036736,0.24057035426136908,0.30265139786004186,0.362055719214943,0.38888773779922714,2.35373244990456
0.061404988852263795,0.10909305663186432,0.20583811112167785,0.17773731854340286,0.23013837404438084,0.2759948087716812,3.318435343922965
0.6366573217748361,0.5954437658602748,0.2360685387946678,0.582330645400646,0.2917176660058712,0.25528711814210925,1.4847699023379612
0.2003518247452819,0.17693015263963452,0.2864709723162593,0.184658593391695,0.19924263552541144,0.3172530116512456,1.8893818943166656
0.3583971014155037,0.955836903120189,0.28532496937681767,0.9488095293430933,0.2733775550155866,0.2393226777323684,-0.1767346679855575
0.18104146679035574,0.8144345385113722,0.9017009052000916,0.8036022926638133,0.07082953352317924,0.8773000865062779,21.727760889693553
0.30483447804929054,0.03404482726779516,0.25085279920361203,0.17992824816840994,0.20650677835605724,0.27597564647049316,-0.3141084251631114
0.2750121194904809,0.14715608012641834,0.278065966584109,0.1750252785322749,0.2508048291665772,0.2938327732350429,1.2786954407927371
0.297570325100973,0.17699486901740866,0.2338234570331983,0.14285359112790036,0.25728432484608393,0.2851145596589912,2.9377535663563656
0.006791694194582302,0.2782211488084325,0.36567469097416244,0.1851040389719877,0.07604310651345983,0.4673758108178347,9.115156516495118
0.08031357179739299,0.7664170479636714,0.2557790933998608,0.8192530848443209,0.2760863362246622,0.1959382116600289,-0.04395370547940521
0.4734510817067287,0.7886588070397648,0.16052469040011927,0.7057954537498509,0.2732709850609404,0.2750914356030014,2.4208674507145314
0.78857313891434,0.6208972326790193,0.19563133790923032,0.59069740516117,0.2061692184225623,0.2722046322895892,2.666590719234169
0.23157851908108743,0.11341555227365153,0.22846849257107127,0.16924525302278073,0.19355830341989536,0.25476121063360857,1.4588990976008203
0.6593424319261257,0.9235824322509522,0.2379765050429431,0.914521831168143,0.2487908479903321,0.22375409984772135,1.4067634943327498
0.2685550019681594,0.8891609936066357,0.1903929324275215,0.8053331250971313,0.27645463647110763,0.21716700602562738,1.3995959778523175
0.23518920648006017,0.24009760404643354,0.24447154102517568,0.15080906425228055,0.26857975868260675,0.2244006031608062,2.0012089390126095
0.733781299100492,0.8495217540509314,0.27846938218454775,0.8491110139852096,0.26156635230448666,0.28911686756621846,0.9010046855096965
0.2838519144509717,0.2105002129716538,0.19015959039084349,0.22315105069542898,0.24611251533972683,0.3292651614550695,3.464340161163247
0.857896263604654,0.8402616994584142,0.24123891748705867,0.7634837879861718,0.269319621521048,0.23006857958190816,1.5933858030792876
0.8561354482061905,0.6853816623735219,0.29825322277086996,0.7109875569622744,0.23431990534595068,0.24437054519463897,2.5100485058780873
0.5692974043726988,0.21935600496982308,0.9156296704077395,0.780319150984707,0.9436227881516912,0.025071812344905967,40.05290004064251
0.9191507022637124,0.6914001709642551,0.31026247523393513,0.5731730645631373,0.25936670918634913,0.26987031559941094,-0.3648051293544569
0.48341943338636745,0.025824605222831285,0.3237286424571028,0.25630684503587253,0.3225137305851789,0.35060586788270276,3.158259195929894
0.624675507417273,0.19048051649844422,0.8726975827402641,0.771186059872299,0.8363738943070853,0.0305081222194308,38.3528550708572
0.20548530705422727,0.10150763137984038,0.2717072477991494,0.17027997205739104,0.21520607473596406,0.2317709890369037,1.6186653989674988
0.8853003161265165,0.8181713652520861,0.10402030264615746,-0.13796708872071226,0.8948553371986973,0.9293830099805105,7.629529688563579
0.3926302864609736,0.17486041692682575,0.18190432004459742,0.2023927855996415,0.2661920665404668,0.22999921521893,2.028029895634144
0.5145429209659306,0.026717084520072723,0.25109585558706926,0.17639350821400254,0.21595717012188978,0.20662589276741294,0.17862460923761908
0.14252704088087087,0.40007876643154505,0.659383392059112,0.38355098095028856,0.11907555954315205,0.6091833854091143,15.542363748757683
0.13933847492394033,0.8347402470116649,0.49916036046548956,0.679040457226538,0.17963770255598485,0.4931405541449574,8.434309643594075
0.30349331153960946,0.13001113669795353,0.23158594112661512,0.2187485159246258,0.18877562527361247,0.3162351661681684,2.399884845094864
0.16329812670099234,0.8638888471879203,0.2648789978595525,0.8098889458426878,0.29483389560799694,0.20525058854468084,2.6896110683181305
0.28652852782905847,0.8012371509493027,0.27311995371380104,0.8315370183583523,0.24111200268933505,0.28921798433736357,4.030060273165512
0.21822777412181898,0.45797349391254444,0.2646532875824201,0.30833495637192704,0.28910200752222187,0.2643131162831109,2.116538005325621
0.9857703431778647,0.674702600973828,0.25589540194257376,0.48015585289666907,0.2750915860631373,0.1915555083193004,-0.9123004104950359
0.35451933357978926,-0.011083023320605366,0.24476898193347804,0.11067025702954839,0.22203339480203887,0.2126986266109921,0.017219893987555787
0.4339985154688887,-0.06717333076099587,0.25929281349077654,0.20862138124056193,0.21247688397484754,0.2073285500691721,-1.7088270027311738
0.223808565147277,0.3457149187049979,0.2572413068945702,0.3565034025847967,0.29314023432778535,0.30577474045090686,0.4232642675653608
0.2909273192372018,0.18829175705810525,0.1784432445955216,0.11540169303081922,0.20324749622770336,0.29825987187962577,0.03614657628902605
0.26757140240758437,0.5942134674289969,0.1812125451979063,0.5269832473928509,0.29777165103769504,0.24561654347588327,1.2116856628164507
0.24344641724991598,0.2273368229498164,0.27845390777054674,0.1548926414654802,0.24386234565026002,0.2695370868769607,2.6232252229277995
