feature_0,feature_1,PERF
0.892998079065204,0.13451746284828886,3451.0
0.8713270400097971,0.1463705533392006,3138.0
0.8710213718943689,0.15260954215935915,3314.0
0.8479305481353084,0.16568146315335663,3398.0
0.8602385664169933,0.1345174628482869,3269.0
0.8365429554927899,0.14637055333919852,3333.0
0.19441252933326658,0.8370683199108947,5231.0
0.179626201712786,0.8607371610098192,5289.0
0.17857263786031016,0.8815782050958538,5235.0
0.16471726709341517,0.9025414014902136,5304.0
0.17255990300032215,0.8370683199108905,5241.0
0.15906701712310145,0.8607371610098163,5338.0
0.9232715546077194,0.1471985745782932,3269.0
0.9040848947272947,0.15991214441862872,3139.0
0.8937218012323521,0.1730667364394364,3264.0
0.8721023271831964,0.18744796625869384,3153.0
0.8938603602167962,0.14719857457829114,3161.0
0.8722507966051309,0.1599121444186265,3512.0
0.2182261432264808,0.8732151059669124,5228.0
0.20210345121241835,0.8947600209057837,5328.0
0.19457335959651,0.9047141146693499,5220.0
0.17977775467451623,0.9238461021728472,5310.0
0.19437938462283597,0.8729524461959646,5309.0
0.17959496934788968,0.8945150185041364,5328.0
0.9388794119474482,0.15770519674736455,14638.0
0.9555721946776411,0.13870124345555754,14761.0
0.9629527846712934,0.12979355794874578,14562.0
0.9757505212166615,0.11319959205547227,14786.0
0.962961990682517,0.15770139521559842,14580.0
0.9757579989896339,0.13869775437597784,14905.0
0.11370905748018482,0.9930889141494893,4714.0
0.1303537857212222,0.9855935264315262,4881.0
0.1392763271875004,0.9808333571639375,4768.0
0.15833171898618553,0.9692846154935006,4879.0
0.13928934349926228,0.9930888229872319,4787.0
0.15834589814152233,0.9855933947981276,4903.0
0.9990017378443546,0.29813338819635327,3182.0
0.9999742320222212,0.3191348361350386,3232.0
0.9998013679579373,0.32379959905594496,3299.0
0.9974511005844937,0.34589205799493716,3428.0
0.9999698128258534,0.32958700321053025,3268.0
0.9982403632666924,0.35191354025734084,3412.0
0.9973562751372389,0.3581126822012982,3089.0
0.9923434630062051,0.38152945051532833,3605.0
0.9994554441964731,0.29789133241623006,3271.0
0.9952975009665465,0.32378930171227693,3341.0
0.9964408021415166,0.3188820772917191,3053.0
0.989081155085195,0.34588134026991973,3429.0
0.3983014335617508,0.9966087086640877,5194.0
0.37431229844977365,0.9995203727702213,5350.0
0.36895581046661347,0.9998492188566784,5463.0
0.3459895124557489,0.9994068146722381,5468.0
0.3732912815791042,0.9998161647136988,5231.0
0.3445279644674624,0.99646449862043,5432.0
0.35016759180243934,0.9974686672282,5308.0
0.32248911626834276,0.9907193481893469,5515.0
0.36262613494673324,0.996608708664087,5263.0
0.3398935293018106,0.9995203727702211,5316.0
0.33483089395001875,0.9998505375272957,5435.0
0.31317936857907064,0.9994041765828733,5494.0
0.43123223012259054,0.9897644546110016,5207.0
0.3994273967623208,0.9968574404420104,5365.0
0.4062146393426551,0.9957465199943025,5295.0
0.37540100658608183,0.9996116195310722,5486.0
0.40450677186868916,0.9990378007475039,5256.0
0.3746085188957574,0.9997704324610069,5449.0
0.38031415267298546,0.9999696780142752,5328.0
0.3514374398645491,0.9973052052046059,5510.0
0.393980257733356,0.9897644546110004,5235.0
0.37013546654426693,0.9957465199943019,5387.0
0.36369551665484084,0.99685744044201,5421.0
0.3409231039966728,0.999611619531072,5502.0
0.9935498604089212,0.27403487139495253,3249.0
0.998883355364858,0.29870348417218057,3065.0
0.9981106826763491,0.2939323089411974,3177.0
0.999989345704401,0.31973010950123604,3235.0
0.9983171731516918,0.3039699180530053,3263.0
0.9999814496985616,0.32522708969699915,3143.0
0.9999811046594852,0.3310337001471205,3085.0
0.9983346715524739,0.35341806875215653,3058.0
0.9993708054780981,0.2740348713949492,3216.0
0.9995364888312862,0.2987034841721776,3336.0
0.9998664872393452,0.29393230894119443,3347.0
0.996651460612092,0.3197301095012336,3517.0
0.43778698961560303,0.9996834646885369,5216.0
0.4061731845087345,0.9980028788187594,5361.0
0.4125798804059873,0.9996460634139475,5356.0
0.3819266843779841,0.9933514893071457,5462.0
