feature_0,feature_1,feature_2,feature_3,PERF
0.5457681870748774,0.22838367172720542,0.13158828980646858,0.13158828980646858,7319.558571428571
0.9997274702451692,0.9998640953909771,0.9364679761089914,0.9364679761089914,13218.689285714287
0.6189811696156928,0.7001442855891276,0.5560494169774183,0.5560494169774183,7655.8553571428565
0.48326651632202017,0.8123166626746708,0.8995653079694711,0.8995653079694711,11976.664285714285
0.16127545921830552,0.40131367261530143,0.3772077852733346,0.3772077852733346,9882.7925
0.32802039459684335,0.9905830949885626,0.9901131482593537,0.9901131482593537,9154.703928571429
0.36121544700698566,0.8169815535230097,0.8482849020605605,0.8482849020605605,10050.642500000002
0.9587356992995706,0.8902475520589113,0.9827373919671953,0.9827373919671953,11569.489285714288
0.14026604555127078,0.44085723196383403,0.3223463269534427,0.3223463269534427,9130.739642857143
0.4765150463765653,0.9973899132213514,0.9954789451611339,0.9954789451611339,10580.721428571429
0.9361779303246964,0.8334528929067121,0.6381353495551957,0.6381353495551957,9600.6725
0.18141635599181555,0.8553511891593567,0.663666227014978,0.663666227014978,7374.263214285714
0.9503678070686354,0.9137039480715767,0.7386342956516596,0.7386342956516596,9632.08392857143
0.12255488473959421,0.03024858201385714,0.06285403997951934,0.06285403997951934,12330.353571428572
0.5685318637193392,0.8454214531956765,0.8744479021586535,0.8744479021586535,10082.863571428572
0.24760031154848605,0.4714277632084577,0.44516400283500085,0.44516400283500085,10800.989285714288
0.7014993913039926,0.15082498903683983,0.08279903406742131,0.08279903406742131,6634.912499999998
0.36763776681603355,0.31591804000487,0.5947435104978577,0.5947435104978577,8753.800714285715
0.21322186204046276,0.19616266409501967,0.18153909634791354,0.18153909634791354,7731.515357142854
0.486276899917441,0.600108041366519,0.6289997811790567,0.6289997811790567,11265.485714285713
0.09060228848234668,0.9091052675671223,0.8876615319323089,0.8876615319323089,9883.890357142856
0.37678824919963944,0.16417792349039978,0.09096313091476396,0.09096313091476396,6610.518928571429
0.3786431006805407,0.38506937020817006,0.31718848280030315,0.31718848280030315,7435.688928571426
0.1272440458397639,0.9999994643860954,0.998406078609233,0.998406078609233,10056.926428571429
0.930901186138525,0.9139643587402992,0.889206901976719,0.889206901976719,14143.63928571429
0.7124198532186843,0.22631073911279656,0.2808312173160355,0.2808312173160355,11726.953571428572
0.9081706293816828,0.7289902057793486,0.8327036458865635,0.8327036458865635,16783.885714285716
0.10900302618438798,0.2651100688427026,0.5346642675897871,0.5346642675897871,8795.108214285716
0.3847513247150795,0.25054592277203974,0.2690841628315351,0.2690841628315351,7640.625357142858
0.6141921196076378,0.32710409867120405,0.3962265826126635,0.3962265826126635,7958.739999999998
0.5368748887944166,0.8849147701374324,0.8616820560786224,0.8616820560786224,10802.364285714284
0.4397223922909506,0.9771423813831388,0.9977483620227949,0.9977483620227949,6867.651428571429
0.37678824919963944,0.8356903171754567,0.6406940188815631,0.6406940188815631,8872.176071428568
0.34237544505779927,0.8770627014876708,0.9463847919055982,0.9463847919055982,9805.199642857144
0.08373699351372543,0.9657646395202164,0.9958203710590438,0.9958203710590438,10486.157142857144
0.5862027635409857,0.062395064254169984,0.03856942426383428,0.03856942426383428,6837.88607142857
0.8213949147889028,0.7343168907871402,0.7706177883738693,0.7706177883738693,22299.70357142857
