feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,PERF
0.37778535807637376,0.5423750792310345,0.6502743989212436,0.8553662841849997,0.8997132934652731,0.8856625819844275,519.096
0.7781992288925385,0.5694795401032425,0.6197663707899412,0.5073072094287169,0.565381876476102,0.5707222728975334,246.506
0.8805192378384008,0.1343980873025811,0.2570587429531451,0.4688514449710693,0.6274748684796496,0.7261459938072741,399.482
0.7817885351592382,0.0007142316778972965,0.0011421723715768634,0.0017408716015058885,0.007290104547944984,0.033006078299396224,1480.08
0.4060386666789825,0.9247206268756052,0.9200170675463372,0.936684086927951,0.8492187691734571,0.7435084971579545,305.259
0.6296983795226335,0.9484829749025298,0.9073250929436304,0.8456336207100403,0.7162054490610869,0.5178476336783001,158.056
0.4061244360354289,0.9992649731734798,0.9813664176612538,0.9500491213494892,0.8363091548415402,0.6455607205048444,204.254
0.3827546027836434,0.4783574417145178,0.6486116074000102,0.7685834070332452,0.8703761236481955,0.8654599676780049,337.619
0.9893515391736286,0.3136108320841759,0.3678453258821972,0.2754456082339782,0.33186095405282484,0.3353141263380922,221.383
0.9911509758887792,0.5516412673407673,0.2556976800916685,0.2468210919698037,0.0718716635252287,0.017872824942256546,3335.02
0.35302831424456543,0.947838505435042,0.953346735438958,0.9199581572623085,0.8631951881930143,0.7165773577242771,187.25
0.7868994284031998,0.7020101113268212,0.6835097282685667,0.7841507721028991,0.7198154431522371,0.6470494504536363,269.112
0.6526890986649494,0.5000367051224618,0.587054459514869,0.8082362427959402,0.8420515453132378,0.8265240748554156,347.588
0.13845831491436053,0.7957505854565925,0.9007246200955762,0.9308404441117112,0.954054841412436,0.9426507234949368,287.377
0.7898845283128206,0.9228137697234368,0.8552556387751425,0.7770687979575311,0.5604911886179813,0.37041573467843053,153.049
0.6834089442164438,0.005431592877078869,0.0024239022999386858,0.0009051578266285568,0.0011236747589172065,0.0014438657672570662,2521.28
0.2843855552459742,0.7951315519852186,0.8892068502943197,0.9679124183093356,0.9720888062034791,0.9565024889395514,289.847
0.22097600373715853,0.9810249020574009,0.9850469102228808,0.9832969574137786,0.9544030950538984,0.8681201896371298,231.435
0.23762217946480935,0.7951315519851363,0.8892068502942421,0.9679124183093021,0.9720888062034344,0.9565024889394784,311.805
0.7598162956795903,0.3889727179787739,0.474714963987912,0.3240777798583018,0.3764540202100584,0.4018995073838713,322.337
0.4274341964820643,0.975681520505688,0.9465673647435932,0.9443521895768984,0.8328025112727394,0.6269250728952926,240.317
0.3838842671479779,0.5187866786435272,0.7046478103914818,0.8161940089211855,0.9076565943029404,0.9348068625852426,344.941
0.5646171548407354,0.3518588684421584,0.5305085873932417,0.5082569309869704,0.6998045771675082,0.8445991629704389,466.9380000000001
0.4305538538292728,0.9705243574758644,0.9571623910228608,0.9363153936698396,0.8541124593086145,0.7075271853393431,186.223
0.5726133645067779,0.00925489479112105,0.002747721593145339,0.0009133378749102347,0.0003275652358292063,0.0003202564741054463,2925.11
0.6914841246419693,0.7479251168081106,0.7595086335316853,0.6648277234572614,0.687949406782307,0.6951581911411313,241.374
0.995299532996184,0.11338241411504968,0.19940455828910444,0.2733947101618249,0.4679771615297079,0.6557676398910689,370.923
0.4218878541529224,0.305104907974638,0.4812967483032755,0.6861207657459277,0.8279794689949789,0.9111197279515292,623.013
0.5686785208205909,0.4809590151381359,0.5636699199999345,0.792792945817578,0.8204372169584564,0.7960897951437587,310.821
0.26871716270628426,0.9956573379076163,0.987326447568852,0.994621603492252,0.9513527590467544,0.8244380004274718,282.648
0.32262159056160583,0.9914882731563648,0.9796110215023974,0.9909337245822746,0.9372044512020624,0.7939088355087874,214.015
0.4007928853640241,0.6474210053464841,0.7451597210356683,0.5958111810123532,0.7045675730693278,0.7546620285061852,261.817
0.27002268466779544,0.97329378643104,0.976780329659453,0.9850995615350396,0.9338505859756746,0.839993757730491,228.533
0.8599987026023524,0.4867522401470995,0.4999726411655104,0.4571160927781485,0.4868141886995683,0.5243905702805067,371.17
0.5121213191902279,0.7725298875653488,0.7999267867201176,0.7385456993391124,0.6814934450972643,0.522040551275722,205.503
0.4583763169151396,0.9019282599162054,0.8715765172633876,0.917784405903201,0.8454850210442761,0.7500093812124013,222.425
0.2692745147284176,0.9114750461815034,0.9491934324795994,0.9939912744798712,0.9966986538654959,0.9867266600178092,279.841
0.2162821168830347,0.9631014177401404,0.975346095562078,0.9808297288117253,0.9372044512020528,0.8439192228356791,295.345
0.793488563906929,0.020405330965009842,0.010929450652039223,0.001243962708405512,0.001062231683581215,0.0020840183155436246,3229.87
0.5899973790195523,0.9429011443036092,0.9071629433352822,0.8497070748349613,0.6998877041647055,0.5590715275107171,192.586
0.09970313343554124,0.9629354161370298,0.9840741445415502,0.9960303331305884,0.9819208921276834,0.9416875230587748,377.164
0.3900508042746524,0.5488560790479924,0.7143096186205026,0.7664936007040148,0.8720582463766439,0.8709096468768934,311.247
0.9273976089052572,0.5569048661420277,0.5346761398247561,0.33762779524700826,0.29209074477514824,0.27232468377666824,165.60299999999995
0.9851281506407138,0.3161008763293185,0.17188710978538804,0.036413856325798286,0.016736052452346578,0.0163471141333656,3802.53
0.09503485760167037,0.9374072050386713,0.9790950596990832,0.983463300314866,0.981630336967387,0.9601542343556017,259.83
0.993792762737312,0.02639660825279453,0.03063433805906036,0.012505835129538706,0.02274003698327765,0.0404407744517157,2464.67
0.622971526901826,0.7566779306285092,0.7442047692573114,0.7521506234737542,0.6473018768027704,0.5688794717786392,228.019
0.13133769953672786,0.9999053695151936,0.9984396582009416,0.9987528064205816,0.9789769603874432,0.9025350588497686,303.043
0.5014558976904193,0.8013860917155032,0.8141672918487566,0.853038765343292,0.8018555426062088,0.7105271451647139,335.791
0.7970868279113467,0.0008214689232322179,0.0013376907793251887,0.0037643151702812117,0.014566069660444688,0.06813484842622135,1140.75
0.9868712211937706,0.5670335119484334,0.2656683919992365,0.22882671245749744,0.047824211790728835,0.008190847834332821,3697.89
0.6090523891158166,0.002493739431349148,0.0010486297029109995,0.0015630494452408244,0.002402502532005108,0.006301475864230925,1842.38
0.9725941248444256,0.006910358717119615,0.01157683318154398,0.014162627074105169,0.04424004949094704,0.1248519922722551,1477.41
0.3051419503754975,0.9360306482752304,0.9400888187938798,0.9084015891822174,0.8425006074228493,0.6831212983877036,242.077
0.8415388181805256,0.2567915821732336,0.3607260071195689,0.3642437348746129,0.4858653468596945,0.6399316450645319,322.177
0.9038275569528028,0.9991886443628296,0.8140344657658756,0.6844438814618294,0.2432586252936224,0.05829796875778957,4396.85
0.4563222436468288,0.4705805238173977,0.59776328705986,0.6601513460153439,0.6870554819880615,0.6295399580653559,269.645
0.5828375292054023,0.6614315875713269,0.6946326370992424,0.6394733865656212,0.6898771716081039,0.7279774119757673,375.99
0.8515995288223129,0.20235958125152764,0.34902680159316785,0.32407777985804403,0.5066667267478506,0.6583002470147084,331.1280000000001
0.9019219660932092,0.3136108320844153,0.3678453258824464,0.2754456082342112,0.3318609540530533,0.3353141263382843,331.591
0.8394478108814544,0.657206183925609,0.6749257956164287,0.4657406673577472,0.4821661901351733,0.4732842652663846,198.242
0.3553486542274524,0.28877419493093176,0.4778769849311189,0.6508343015353546,0.8424923191400444,0.9142857717374948,601.139
