feature_0,feature_1,feature_2,feature_3,PERF
0.38843238898965443,0.33634815753944663,0.13774272151174702,0.13467613334448456,6635.242455770342
0.49451864531188583,0.07607495587792985,0.0830298415364941,0.08916264535059058,10585.576938695885
0.5196690759418193,0.018627708642015788,0.061283972699479716,0.04510152882764875,8715.845250289622
1.0,1e-05,1e-05,1e-05,102547.057302125
0.14383042255405043,0.7115223965890609,0.5541666941004824,0.5696098413803569,7761.57029879652
0.3376290552385869,0.04554018797918986,0.019693104328875933,0.023702381516841696,9083.900066669232
1.0,1e-05,1e-05,1e-05,48933.329970079445
0.8869348447100451,1e-05,1e-05,1e-05,9291.900617415617
0.5595403826617295,0.009034130709617236,0.015468610913763356,0.01605363934587694,6754.677313047115
1.0,1e-05,1e-05,1e-05,52235.66477124861
0.03554496769566773,1e-05,1e-05,1e-05,13017.390743544804
0.19872141420196054,0.18467112018669538,0.08405994992614921,0.07873962061698019,6702.330702205321
0.049516151496609054,1e-05,1e-05,1e-05,14936.673148308162
0.6122126141852969,0.5096972815811505,0.4740497984057277,0.5306588669652217,13003.552037992435
0.9441426870621717,0.3338934040578008,0.19351342539653413,0.21788743703210073,6995.450102372308
0.06766332529376974,0.21530724008898838,0.15315618636388006,0.15164825347101987,9169.402330827234
0.19288151402660816,0.38110762318748553,0.32166003557140616,0.3140918807447349,5379.381871186622
0.0250067254759225,1e-05,0.054300939435029144,0.05212363575984279,13905.329501444847
1.0,0.12517489552238775,0.043684855989358035,0.041466232348244474,8103.8842206964
1.0,0.7264834884117854,1.0,0.9944035284521364,20547.86772527109
1.0,0.09689054508668622,0.0021269305315459713,1e-05,7961.90022164232
0.2548866908442821,0.3280161105566757,0.24242790569593015,0.25416451941486173,8091.443851245142
0.1930022752227585,0.13353361975922085,0.09192349855178945,0.09657219587963144,8100.193951063603
0.18949914435739318,0.5137361048321526,0.39004963055794123,0.40434797785863963,8804.725141637346
0.10802997902902987,1.0,0.9919677812792822,0.9722868416049983,9507.844774912137
1e-05,0.09413112219598105,0.11105099952629498,0.0737972579849574,11134.01400124867
