feature_0,feature_1,feature_2,feature_3,feature_4,PERF
0.9221519599420136,0.9998215718928428,0.9257773089081082,0.4964418390402601,0.6383022755846594,1200.0
0.5249850617702098,0.5692080654924879,0.9372328170384734,0.4632415296834612,0.2899378431904288,1170.0
0.4038051880520335,0.6301513251386215,0.948217853868486,0.2703851246485793,0.060873640337759334,1890.0
0.9631462992856896,0.9467643777315944,0.20434402209757926,0.9380302970419696,0.5680604325135733,1230.0
0.8362666078211627,0.9467643777315912,0.9000027556947706,0.7394895402540185,0.6734362703455771,930.0
0.9444287627317258,0.8503076867457073,0.8119471770205663,0.6000395452390548,0.4024689638337083,840.0
0.9631462992856904,0.9911513933088152,0.9999238981476918,0.7052318222924991,0.5680604325135733,870.0
0.9997829508073359,0.9911513933088152,0.9999238981476916,0.8358376535908475,0.9943358467510534,1140.0
0.5349126200984741,0.7264050360342813,0.4649342756634644,0.30274701079024563,0.23752621468864524,1830.0
0.9221519599420136,0.9998215718928428,0.6585113377124854,0.7728758771950978,0.999835996435689,1170.0
0.5349126200984741,0.35745738977371,0.6441955413211121,0.10319952337709157,0.3698700080348551,1920.0
0.7281075478887916,0.8503076867457119,0.96698533234126,0.9380302970419688,0.9896785915399872,1290.0
0.674958241437636,0.5977736329300076,0.9967155459569612,0.18583588705371248,0.07275967908236829,2130.0
0.06039350734792735,0.039999844116093454,0.9923277934892628,0.007941990196172321,0.014785491365959457,1080.0
0.2083462156868979,0.23265396175150335,0.9257773089081082,0.007941990196172321,0.008050581624069285,870.0
0.2430003002230793,0.4416933017163958,0.8119471770205723,0.4895885121645927,0.2676660151073547,2280.0
0.4675216038627816,0.6946719574439896,0.9817757869058156,0.8068067158028384,0.4073458134594356,2190.0
0.9781378940072896,0.6071601204711786,0.937232817038476,0.7052318222924878,0.7757281290999757,1260.0
0.9892826193330004,0.9998215718928428,0.26757072738712856,0.9999198075589296,0.7757281290999851,1350.0
0.978137894007286,0.9998215718928428,0.8816417566157185,0.5304302804220882,0.3435343086038032,960.0
0.9444287627317312,0.5313350920122674,0.9984293364073106,0.4964418390402488,0.8384314153877571,1410.0
0.08572216330982849,0.0568967697223279,0.958894265708999,0.019541305726956282,0.010955407734573418,1080.0
0.989282619333,0.9775441598983816,0.9887728160630408,0.635240126618813,0.8939157999803301,1020.0
0.8965261281507563,0.7539025759044105,0.9817757869058156,0.5650293565602929,0.4993684680882565,1260.0
0.7660641329200258,0.4569077674527552,0.9000027556947683,0.2183957165776317,0.3723672266417041,1380.0
0.9997829508073359,0.9953466444531488,0.8483625087037688,0.8358376535908475,0.8384314153877657,1140.0
0.4675216038627904,0.5337115507218105,0.5540405633092911,0.14030240990523174,0.1017686412891386,1950.0
0.6046250778503249,0.41262118249059415,0.8816417566157185,0.2400634569434157,0.29985473824895303,2220.0
0.97813789400729,0.6071601204711797,0.6441955413211167,0.43098443172584794,0.26525869010332503,1230.0
0.08572216330982918,0.18346398409386006,0.43384573702462653,0.005786962137533474,0.010955407734573359,870.0
0.8091934059611056,0.8445962707046083,0.4649342756634667,0.02272901021252029,0.07275967908236829,1980.0
0.9946181953549867,0.8951528040579233,0.9113828899923162,0.7728758771950988,0.7757281290999851,1320.0
0.896526128150757,0.31981061904096864,0.9967155459569615,0.3137151565665864,0.6383022755846514,1290.0
0.8678019564600941,0.7185764668237297,0.6884610518623215,0.8358376535908475,0.9397945736882848,1350.0
0.8362666078211617,0.995346644453148,0.9000027556947706,0.4632415296834612,0.4024689638337083,1080.0
0.9591754186669964,0.999250879699904,0.9967155459569615,0.43098443172584794,0.3723672266417021,1020.0
0.7438999728476282,0.6625171146075846,0.2346775623604365,0.034714966634926216,0.29985473824895303,2040.0
0.7660641329200173,0.7878238102598173,0.9482178538684886,0.5304302804220882,0.4660931457519508,900.0
0.2430003002230793,0.5655698757005222,0.464934275663471,0.4895885121645927,0.5679107474278278,1920.0
0.4675216038627805,0.8168272840423264,0.9817757869058152,0.4895885121645927,0.1600172309406145,1860.0
