feature_0,feature_1,feature_2,PERF
0.16238813715845912,0.9969912412920608,0.9497037963697862,1802.0
0.008688217555199546,0.5635483905341904,0.6274628843220359,1623.5
0.6139325903584059,0.7281921825859899,0.6694328817135771,3885.5
0.8547070839452843,0.8268744867607118,0.2005877334006944,1207.5
0.033064127463065286,0.9561905651161244,0.6129899405564295,555.0
0.015891708125407546,0.1120265799418018,0.4708514458319156,655.0
0.15629444348911925,0.9081683391283096,0.9485238082863559,562.0
0.01358903893693136,0.4909497746923653,0.9281769603190038,545.0
0.0019627208510706365,0.6840385151197629,0.4973648001363819,825.0
0.03571866980331776,0.8006722923846521,0.7759409276391872,569.5
0.06250838612713486,0.9952781435931696,0.9969901216666636,571.0
0.7956973292346385,0.7667569076847653,0.9997036767568792,4718.0
0.3849604596978136,0.956075476028966,0.9091533601920064,580.5
0.9943884107464022,0.2713670454849867,0.5270078200396365,1829.0
0.0009140389871470508,0.4901806409024324,0.3435505955524468,835.0
0.8073979066866372,0.4313493185421626,0.27338919522803656,555.0
0.7380884764327219,0.15271027243428262,0.04087875337911608,483.0
0.999781698940462,0.7826204186111289,0.33402190404260906,1265.0
0.8991166018212967,0.8449125134132714,0.6256738422920153,5829.5
0.04019131821736961,0.9619452350625176,0.6593753089059533,751.5
0.5061983024492845,0.7033844200685085,0.4159460308974179,1163.5
0.5384716896122179,0.03577450741161453,0.07275960494676237,673.5
0.040965497040550414,0.9968260592422524,0.9767493264931228,485.5
0.9018649142387704,0.963004669781414,0.2522268726841034,791.0
0.9612817921255168,0.0644433659499278,0.008104903710401788,4689.0
0.2436464497848399,0.9980231122024126,0.9999559594367028,609.5
0.19315546800465874,0.9676753465775216,0.9409958389993688,562.5
0.06623228045136177,0.9180240302849504,0.9929337029210324,543.5
0.8843801661113138,0.8102697939879561,0.6428246200184727,5484.5
0.14412767773782312,0.729094873514747,0.9711412855714984,643.5
0.174854197745468,0.9994317160489742,0.8124617777756988,556.5
0.3086421759527924,0.7836360665073534,0.8413861979258369,525.5
0.9816414714615332,0.5668579281412433,0.2462432440768695,7080.5
0.7736894463877821,0.17010553667114406,0.06428462347590352,4730.5
0.05764336091828379,0.8134653780497,0.7432069254259046,740.5
0.2599594011945223,0.5400990622824565,0.6665879098503096,862.5
0.31317012182868736,0.6814409389587083,0.9999069292356068,570.0
0.10205561018386364,0.8929763322014125,0.9684104110249158,564.5
0.917654794444104,0.8878907312495882,0.3705865269761178,1309.5
0.9944253977813972,0.7210155654786261,0.7109868548161542,6038.5
0.24079193205734264,0.8193071678713458,0.9285962327994955,821.0
0.9834563240058672,0.1983716087375642,0.2870070819342027,1002.0
0.984905463255853,0.13407428243880068,0.10551259061347944,690.5
0.3470034342506929,0.8418473076144155,0.9998886803380446,755.5
0.7876861248540683,0.8881518138821072,0.8608581091046118,1182.5
0.715248655367717,0.1506856953845849,0.1250276429807959,1587.0
0.5763998254001709,0.4829533565855245,0.4184699277026928,434.5
0.19120657403564076,0.5306071471490702,0.8715691997405407,562.0
0.3287555679489317,0.3221832357376124,0.9813049361898802,550.0
0.7531756683332363,0.817654013100022,0.4254520279660017,3727.5
0.05089013425288416,0.9555225724686373,0.6472393746005958,489.5
0.9664220913330186,0.015475496738993138,0.13263789573476625,3591.5
0.8154997188326689,0.4528581672210785,0.1255003954748889,1769.0
0.011812885855776988,0.7150773142847053,0.6526781666140339,487.5
0.3990267664136515,0.99931738732358,0.8380841432184827,3076.0
0.3718873774666001,0.16683461669192134,0.0130567523153783,5674.0
0.4420644568636424,0.8648282486182951,0.7102675566512359,870.5
0.06060388477588308,0.8454485347018816,0.8753685254128639,575.0
0.15178741311045213,0.7762912921722129,0.8003937413057239,830.0
0.9775213613644212,0.8666943275209478,0.8314876816612651,1025.0
0.9987060438844384,0.036880555568839235,0.21383548600634655,774.5
0.0585779976942517,0.4899589252587626,0.8904814712676186,488.5
0.2350821602347595,0.9913302508866384,0.9753395032322312,559.5
0.05341028218772265,0.9584783838350968,0.6688974136914052,1451.5
0.8331182680193391,0.9376127868660185,0.5133324461672223,2374.0
0.06148920593220082,0.931294241183622,0.6614088705358295,835.5
0.03129558161084585,0.556299983633368,0.12551408931527586,872.5
0.0016920659031534706,0.9929049511409004,0.9684045801912096,563.5
0.99414759841349,0.3503941941944997,0.5113166929319528,2143.0
0.06854780045436415,0.99987219869307,0.8977296253525742,505.0
0.6052898811506296,0.01482945580010234,0.01780854188310626,498.0
0.07717605820708863,0.9887350586151984,0.869906748894468,555.0
0.7131148335308689,0.8428397646510761,0.909566848232468,690.0
0.8191444651004459,0.3708222187895911,0.018213993333184512,512.5
0.5960445892854611,0.7023820375818068,0.4566184571444677,526.0
0.004033598389384699,0.9903201379533252,0.94634220659797,1558.0
0.04122519429529399,0.34608687413185685,0.9880674691807576,556.5
0.23550454301354026,0.33230736697134744,0.999826880838672,890.5
0.7495827264701199,0.29889821366335145,0.08861738511842489,4405.5
0.07807228016040736,0.9982605591731016,0.9409383968851099,832.0
0.496896725821889,0.9640965855490291,0.8197477440082128,582.5
0.5631596119278844,0.9924239368925122,0.9778234389852932,489.0
0.6360816875519947,0.6085843556397343,0.6509013047560414,868.0
0.9780140392403144,0.25270407056495203,0.0035227390484793564,4289.5
0.3407475296687694,0.9931374862989666,0.782122735962859,843.0
0.8908873217361052,0.21265139850386644,0.9814000399412001,7200.5
0.9474099022202256,0.5751297232883534,0.22088836357738126,3218.0
0.9835919433590706,0.11849194215829732,0.15677040580171547,2861.0
0.9223941417258203,0.9909881060370649,0.1615760147522835,790.5
0.9344226445875576,0.6297565333097623,0.3609761589353229,1111.5
0.9747343743987,0.6827976536600403,0.6524453028912506,2252.0
0.569760546604445,0.9842592811281652,0.8099180145613233,554.5
0.9996699177058432,0.3230255979188663,0.07686491499558375,469.5
0.6512917478115595,0.011966692820574162,0.1564200091313152,2459.5
0.390052811278622,0.3589585443894933,0.7327182654982549,1945.5
