feature_0,feature_1,feature_2,feature_3,feature_4,PERF
1.0,1.0,0.8714400697049777,0.39145298568031706,0.213328506075086,1389.5069575309753
0.15490052462796106,0.38388786412906595,0.36369348222660675,0.22682774365779468,0.35141646330559995,1806.3182616233826
1e-05,0.15046587562394573,0.536817464323609,0.09880248069156514,1e-05,1031.8406224250793
1e-05,1e-05,0.7833294741307586,1e-05,0.06973254518567708,1039.1926002502441
1e-05,1e-05,1.0,1e-05,1e-05,1498.270947933197
1e-05,1e-05,1.0,1e-05,1e-05,1078.6002016067505
0.8518424247747202,0.8868377061906526,0.33436736791564026,0.7872403119380526,0.42562971579143416,1291.4717531204224
0.7597888495054846,0.7463841009368668,0.3692269947235326,1e-05,0.07806320023889042,2097.751429080963
0.01771172443548562,0.13196527289792123,0.3186039735523865,1e-05,1e-05,826.588089466095
1e-05,0.018265165417098658,0.8740676596995057,1e-05,1e-05,950.2792489528656
0.88504275284961,0.6196480831960856,0.6201733420219582,0.6891172399067961,0.7491553630531876,1722.348017692566
0.5063421585717808,0.6172077085016779,0.21252792349684432,0.11496501791365471,0.379636243028541,2062.852942943573
0.14643027848808582,0.1848081304527613,0.8824938634746865,0.048534740259464824,1e-05,1331.093122959137
0.7562988611478196,0.9649829734563093,0.993567904149995,0.6254582665722132,0.412620423978065,1085.0925529003143
1e-05,0.13951516348561704,0.5197648004078425,1e-05,0.025858740875306065,812.599368095398
0.12705603107265329,1e-05,0.9616849451735885,1e-05,0.06796476022655332,911.6440951824188
0.9215022705984932,1.0,0.5980528212589414,0.831077025794292,0.9520022937005562,1127.798752784729
1e-05,1e-05,0.9476603243830515,1e-05,1e-05,1433.4504461288452
0.7805083499249317,0.7631929489174738,1.0,0.3277092315378663,0.2638117669063613,1271.033148765564
0.9928914677778443,0.9084313572045684,0.4500344909718844,0.8232107972209186,0.406946783829028,1088.798235654831
0.6315697819728389,0.6358628384946767,0.8339923677746595,0.12827032271086955,0.17902197456841887,1452.7031993865967
0.07751466605200745,0.1602781335992801,0.5803107628852461,1e-05,0.010162141340707972,1029.31365609169
0.058956471205415306,0.11122757809359311,0.8848136785076218,1e-05,1e-05,793.9858138561249
0.819095351228105,0.2800156245294756,1.0,0.09819553801703246,0.3804419954602799,1523.3048272132874
1e-05,1e-05,0.5554262870788776,1e-05,1e-05,998.4415054321289
0.04905546168555055,0.052403545414339434,0.8503865696889392,1e-05,1e-05,1006.8673539161682
0.8398709274444368,1.0,0.7271975553076011,0.9621768818928085,1.0,1605.965280532837
