feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,PERF
0.10944171966128145,0.008588214572585854,0.6398016810469451,0.7361049965007931,0.766501671825872,0.40069279424594073,0.12440847988013169,210.44
0.3798147976247557,0.2941671219251225,0.06261031271252496,0.9875697076584172,0.9942118432612811,0.05989642194449241,0.04019712000270745,200.66
0.7665016718258728,0.9668360029067519,0.15975496190671987,0.6108726053356134,0.8912763860837051,0.05989642194449241,0.9109101535399468,213.6033333
0.9942118432612812,0.945180556985183,0.6937547860469375,0.9109101535399462,0.37981479762475634,0.24326352426304046,0.01301433024045335,248.58333330000002
0.11411813272012916,0.14719945316145608,0.05432245068957336,0.9875697076584172,0.7665016718258728,0.24326352426304046,0.01301433024045335,251.80333330000002
0.11411813272012916,0.14719945316145608,0.15975496190671987,0.9875697076584172,0.7665016718258728,0.24326352426304046,0.01301433024045335,261.5733333
0.11411813272012916,0.14719945316145608,0.05432245068957336,0.9875697076584172,0.7665016718258728,0.0055163965887449345,0.01301433024045335,267.5933333
0.11411813272012916,0.14719945316145608,0.15975496190671987,0.9875697076584172,0.7665016718258728,0.0055163965887449345,0.01301433024045335,260.6933333
0.2906951360492357,0.14719945316145608,0.015183409993275216,0.9875697076584172,0.7665016718258728,0.606663403569718,0.0006937569863416547,265.4233333
0.2906951360492357,0.14719945316145608,0.015183409993275216,0.9875697076584172,0.7665016718258728,0.05376912901719963,0.0006937569863416547,262.94
0.2906951360492357,0.14719945316145608,0.05432245068957336,0.9875697076584172,0.7665016718258728,0.606663403569718,0.0006937569863416547,263.82
0.2906951360492357,0.14719945316145608,0.05432245068957336,0.9875697076584172,0.7665016718258728,0.05376912901719963,0.0006937569863416547,267.51
0.5832596329580826,0.3542246341710791,0.9595464065937734,0.6108726053356134,0.7665016718258728,0.971899145784855,0.3501416282483874,268.55
0.9942118432612811,0.9668360029067519,0.15975496190671987,0.6108726053356134,0.8912763860837051,0.7209768845192801,0.6108726053356134,214.88666669999998
0.5832596329580826,0.3542246341710791,0.9528321830039669,0.6108726053356134,0.7665016718258728,0.971899145784855,0.3501416282483874,249.3433333
0.8912763860837044,0.3542246341710791,0.6937547860469375,0.6108726053356134,0.7665016718258728,0.7209768845192801,0.09588283346896587,251.78666669999998
0.8912763860837044,0.3542246341710791,0.9595464065937734,0.6108726053356134,0.7665016718258728,0.7209768845192801,0.09588283346896587,251.52333330000002
0.03626139854187987,0.013541700935654566,0.15975496190671987,0.9109101535399462,0.9942118432612814,0.9364939923664471,0.09588283346896621,252.68333330000002
