feature_0,feature_1,PERF
1e-05,0.8080231687926458,4640.732618331909
0.3274723935938176,0.9929042747533128,5122.673793792725
1e-05,0.7832434697517492,4296.074151992798
0.3984311221244352,0.9813565481667028,5425.36378288269
0.36118621162593456,1.0,5229.7074546813965
0.8516545856646865,0.2694668218720575,2768.7739276885986
0.9296140478792685,0.31860016660557755,3399.292492866516
0.9486860479212298,0.3255902310103597,3220.1498832702637
1e-05,0.7828606297047489,4728.13667678833
0.24780546879488832,0.8999325557946446,5312.264528274536
0.8918682590400143,0.33551707136964176,3345.975414276123
0.02147033469835802,0.8249553919269543,5000.074684143066
1.0,0.32552401035144374,3542.5214347839355
0.18517922562392064,0.9145403205523506,6316.7295932769775
1e-05,0.7635349261209082,4950.247013092041
0.4264586433201675,0.9786475808156024,4216.156253814697
0.42294507429427664,0.9772645763612122,5275.926847457886
0.0820578090129395,0.7871310575433578,4914.303443908691
0.3329236140720263,0.9779176038491362,5409.461574554443
0.9002200857480994,0.39756603738985485,3875.2117013931274
0.6516127109382772,1e-05,15669.849128723145
0.2961224221202906,0.9194729549801193,5060.832090377808
0.040564082581645344,0.8571253999492494,5214.809642791748
0.857221913837045,0.09588413155193315,11927.032711029053
0.9933399465447004,0.29182687406444435,3895.8934936523438
0.30584048115142554,0.9902389379353596,4954.977333068848
0.396343359158916,1.0,5346.418909072876
0.3996152060320222,0.9663118224274371,5193.0114459991455
0.9835526282011414,0.3839752753258969,4759.180320739746
0.9466890313439771,0.32022099322835196,3069.4149284362793
0.08616767419522652,0.7993299042721803,4722.226472854614
0.950465869202034,0.2999230201681499,3596.422082901001
0.6559801006616505,0.07411728622748415,13065.738864898682
1.0,0.3830859455857026,2980.166290283203
1e-05,0.7695727481792982,4521.25306892395
0.24751108691531656,0.9176526319168482,5388.058469772339
0.13194235776776916,0.8298818870857146,4954.350381851196
1.0,0.32279978423465255,2848.0234537124634
0.8395558420751684,0.5215314387056188,4344.395963668823
1e-05,0.7738812633275807,4508.402284622192
0.017018185017175853,0.7855077275293373,4552.809450149536
0.9872050734731148,0.3898791659526179,3773.2642374038696
1e-05,0.8337786539785591,4685.912811279297
0.8741276232507346,0.05862689351656579,14223.033950805664
0.2897254722873208,0.9355496739583331,5899.889385223389
0.9458533301223785,0.2947908892998845,3423.7220220565796
0.4385789633908367,1.0,4678.608020782471
1e-05,0.8019526238343955,4518.383014678955
0.9589864335292865,0.2603070027092294,3280.627636909485
0.033638393478618155,0.8227469836159768,4675.517871856689
1e-05,0.8444180667746913,5032.899183273315
0.7180714914745827,0.06405116492785833,14612.497615814209
1e-05,0.8587552268595993,4843.177568435669
0.07773807976951215,0.7967961147037569,5354.34476852417
0.3856090001827359,0.9911350923969273,4939.870700836182
1.0,0.3109523361508698,2967.336093902588
9.056292112268249e-05,0.7872285705928507,4974.681934356689
0.945761540672178,0.4324921301627761,2996.2949657440186
0.025744914260923738,0.7564154006259681,4946.517658233643
1e-05,0.7459667224009711,5069.081474304199
0.39256097817172353,0.9284702027233314,5946.049955368042
0.38618527700043975,1.0,4945.820610046387
1e-05,0.9212796882051969,4963.731121063232
0.2902039396973759,0.9919424956783638,5331.38041305542
0.7313659416618107,1e-05,15530.715957641602
0.1821163934615227,0.9333579549223299,4852.390663146973
0.992845952412712,0.32743597541568986,2643.1927556991577
0.6661551400269982,1e-05,16071.479274749756
1e-05,0.7480376826116243,4598.40336227417
1e-05,0.7657827330417359,5075.064226150513
0.34757416398065877,0.9813629258539251,5141.377920150757
0.436322731022076,1.0,5175.758277893066
0.6970946815303427,1e-05,14186.51097869873
0.746357960245897,0.08221370055168035,14595.536109924316
0.6834808159771246,0.05703461747490822,15456.829830169678
1.0,0.37427749526563747,3379.30260181427
0.941095835235653,0.178525874753859,13580.573165893555
0.49164768966321176,1.0,5517.651100158691
0.9480749924384663,0.32090665420930603,3028.5354051589966
0.13487908374233476,0.8023202647202585,5083.642036437988
1e-05,0.8200070218970669,3895.7724170684814
0.8959168294327884,0.30512187833403587,3006.133050918579
0.00276793596947522,0.7523435155550002,5461.347057342529
0.9684968934337665,0.260328013314331,12331.430461883545
0.749831177675823,0.08313003115460102,14957.001182556152
0.32399363303475603,0.9757628396362904,5652.6990394592285
0.9192572177196924,0.17223896526647728,14371.013065338135
0.6917254755219235,0.023146996210841392,16130.126419067383
0.38954426424769745,0.9932171986590813,5619.959342956543
0.7439685139672673,0.007385917336524591,16191.216663360596
0.906075477824886,0.13714118157725766,12943.735824584961
0.4632612061533023,0.930801992460012,5192.846252441406
0.014646946688433297,0.8146215120719592,4827.897409439087
0.0575744856117486,0.8443164410110084,4716.109899520874
1.0,0.3425324677096528,2786.5535583496094
1e-05,0.9334383018604205,5054.416011810303
0.3473282397783682,1.0,5542.140432357788
0.9069246494463192,0.3588258790420423,3114.2723321914673
1.0,0.38874828875944695,2641.7795419692993
0.9571729362488957,0.23507684225540973,2672.168539047241
0.9433275109463081,0.3191449820266591,2994.578815460205
0.3344712497663005,0.9674344145876743,6005.955413818359
0.19658531648565924,0.8326336505062134,5025.152732849121
0.10426739150576168,0.8742024025439602,5555.295623779297
1e-05,0.7344681099664284,3810.7276363372803
0.06722796420827817,0.8188246463696894,5053.587102890015
