feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,PERF
0.16950896931909004,0.20748708159529433,0.33979250696922153,0.2843853367373753,0.0823539438982148,0.23853361103290513,0.2953260704542252,-0.011717686426328531,0.3018488541341212,0.3501724460435961,0.5694568881063103,0.49344998380058824,-0.03994190599005747,0.53274056819748,0.3707556360960308,0.41559508944678397,0.16769017108423273,15.526811126897268
-0.1897256202102215,-0.1798046844383014,-0.1853768177021181,-0.23123207255159417,-0.30427498057227714,0.07567486186644144,-0.2523673517736048,-0.3571895865933903,-0.4340074892278726,-0.665775471033186,-0.028328629504118026,-0.28159417409818993,-0.46621872037150824,-0.19259350002926115,-0.21965442438626426,-0.1819454978454171,-0.5219486101338339,13.747736845590259
-0.12360822461899741,-0.11237380022066198,-0.30918345370843375,0.05722158997920164,-0.3100474736424253,-0.14690741735386675,-0.17912745115042708,-0.01755584881861632,-0.2715390880510534,-0.14895440085404635,-0.2996343112281451,-0.36456741341675086,-0.17877665852155025,-0.14779706492338188,0.1736530568239944,-0.17605016490296335,-0.10012172560137932,16.435705513505997
-0.34995884449182396,-0.430891588121217,0.09057079469210902,0.08369162789515819,0.1253914567179228,0.4075333541373628,0.9146510128412632,0.23698911665546749,0.2336744333543523,0.39697053604552035,0.6199693713226132,0.25076593666493224,-0.025291642620028268,0.046547557235427306,0.044436804518571744,0.36926732762127773,0.14130487727525556,14.241727745827946
-0.28419530376960217,-0.14760893443136305,-0.04747597680504669,-0.15389902907898817,0.2060326589030773,-0.10408950900156322,0.12652250267363038,0.16267090022112388,-0.006335570383321089,-0.38384675643744404,-0.2232296794685896,-0.05892047687817032,-0.2958597063503943,-0.26409337609351136,-0.65436169733007,0.16030135262643128,-0.20695716215122822,12.998862035408186
0.24302836444910464,0.08674482356638032,0.1479401613768879,0.1801393161992423,-0.306721066873997,-0.17933889433678488,0.012786829573046384,0.17776924428241178,0.23136762932750668,-0.10167139094770723,-0.48835542611741767,-0.7452286898467281,0.033022473138083534,0.46918007003105205,0.6282724749668657,-0.019212536816907547,0.10420507895695283,14.808099559027577
-0.38386841371550406,-0.4230398195182297,0.05776948936193853,-0.3795118964996186,0.044778640911607805,-0.8897256357747538,-0.3864717426695891,-0.12720194573387322,-0.30955701608952935,-0.277002163804684,0.6090673858074699,-0.03535764084363022,-0.675934898371515,-0.18916659047473308,0.03148283926210688,-0.0729128175401968,0.028385694314691446,16.029864682604355
0.07203119900094594,0.01003804658939618,0.011994845094981927,0.3002548828944635,0.6062607524262582,0.6118869873607433,0.48228454936153997,0.34264510035874945,0.21650316991334895,0.7044359069212601,0.7096312507942696,0.6391851225181588,0.40846198835607167,0.2638831958437812,0.3074702927932153,0.4667617049798451,0.3882660262315779,15.636970086483444
-0.22235598031530823,-0.09319222569413785,0.11503800769818313,0.044685017314414086,0.2537786673189992,-0.17830616680476663,-0.41274869202624964,-0.12128701862297045,-0.13628639079389726,-0.06613501345282123,-0.8737211382636949,-0.1415935816046714,-0.36098841885048116,-0.2058729254161674,-0.2324625271316151,-0.2961343779550279,0.08644403152103092,17.54594728156663
-0.44907885783488655,-0.5526026141960166,-0.8815324610083382,-0.7754237545225298,-0.010249437584193905,-0.631390781485277,-0.616774301898799,-0.015815707590734075,-0.11025417433166285,-0.6662818113067365,-0.4709115340375846,-0.9802330882305013,-0.8471225579866931,-0.3221078334380523,0.025163782177632352,-0.5073254412679459,-0.30849456359725047,12.811937852183254
-0.4793550779863235,-0.325093933928341,-0.03826710552152338,0.014802272612454283,0.15129777500700886,-0.16765198353408936,-0.11950728023647701,-0.2741344562850576,-0.36842569164358463,-0.03495971508078369,0.4234178467010306,0.22603656288798887,-0.21322587430197262,-0.28811510421008285,-0.5260852777973304,-0.09559247632012517,0.04867943723817979,13.004058578939466
0.0808811991279312,0.1462880428783509,0.3529290772205822,0.3675238774217488,0.28201204283150066,-0.0688858931285377,0.12429254738230944,-0.08963575521784566,0.11479084024066676,-0.015803367204340932,0.3482205813015589,0.7173391018803794,-0.15636761404952285,0.17483212162242998,-0.21610341617110165,0.10230001678947077,0.10115734028833456,15.933404995666375
