feature_0,feature_1,feature_2,feature_3,PERF
0.43442819262323024,0.1358428379646647,0.022037866091613532,-0.008436318702140556,7137.604036961284
0.2989327663792063,0.7025715681703734,0.6199653487479648,0.5984522667376577,8810.3912667845
0.2397924308821331,0.5235185379086842,0.2770358848444183,0.25697972250703743,6371.232284901399
0.20284174496767207,-0.1975359657285458,-0.19799598108533512,-0.1909736471936223,13860.680093577932
0.2509786891047,0.1616112512164692,0.11575155363466885,0.15224826851586887,10696.952781609129
-0.026427888647424052,-0.07490019756715094,-0.0344947703796637,0.009112344501859125,12733.63676383666
0.3299029983243692,0.8446547422675308,0.7341766458513352,0.7637440218709077,7717.038938992791
0.6363918436791092,0.35238820599552784,0.3784547930044845,0.3594436359721767,11110.943515594518
0.05214138207623649,0.0327290835723342,-0.031109851120177185,-0.11161105252895083,11645.779618016313
-0.0819617765627229,1.0838456193553303,0.8321796080601676,0.8463973834113256,6794.694954961539
0.054638643731790934,0.8354728894234755,0.7465234869161043,0.6890223709903561,9897.7247387852
0.0643831754183613,-0.002385249169503793,-0.1243711169174636,-0.0990922131811023,12834.579133991687
0.225847264377659,0.6907896793629625,0.5454076353486801,0.49147306185867135,6927.063975042532
0.4731363001403046,0.4760085789636214,0.30787935234799885,0.31287471257878574,6419.2802061374705
0.56814019871623,0.6317177330781987,0.6676259561446316,0.6457066097229713,10482.116445383857
0.5169566825415219,0.10541107266880935,0.06562292839423263,0.03480443828342451,11541.13420663987
0.13159836424217727,0.7210183688951056,0.5694888740260079,0.5718667661893281,3891.4297676576043
0.38112807650099656,0.11196033854106868,0.12325891854333634,0.13408540364348367,9800.24449727365
0.07347523495838555,-0.3292707742323949,-0.23690837036514004,-0.28648089641851265,16443.826189441344
0.22396008786991223,0.16857907041653647,0.07886670005334738,0.0583540855692913,8170.990622701391
0.2006980167463615,0.9163693872165339,0.9676313102156497,0.9639945130852137,8903.013104641013
0.16490452637031594,0.10788718728504842,0.044125727642542516,-0.03903969818182628,11061.961351215841
0.3832257089540841,0.15157489350762698,-0.050762026777359234,-0.009676815090438183,11398.031004301141
0.4074596857898974,0.13811623370353346,0.10675477440797021,0.14899395273382343,6663.94163261567
0.22941628980641773,0.05540628487995057,-0.031485318091944686,-0.0642141516752512,11959.82669455239
