feature_0,feature_1,feature_2,feature_3,PERF
0.5013815155647822,0.15364202381110212,1e-05,0.08750415239998119,10394.572433905943
0.07777349068369417,0.1545072352661481,0.10690588855864722,0.14378222283383285,7329.161205679179
0.3235532876706377,1.0,1.0,1.0,11968.61491394469
0.7446955828691938,0.05288463379701594,0.012939859093895792,0.016209723349162243,8459.537724937712
0.5757906989493426,0.20018290250534174,0.2040801115983757,0.21871771421457903,9654.310289382936
0.4413834360774563,0.11165369882199637,0.04035268447339657,0.017644910286926344,10750.542823182686
0.1381931807076565,1e-05,1e-05,1e-05,12451.67403987476
0.43007809588157925,0.2379024727824999,0.1257678098289572,0.11432303904409317,9248.510583047357
0.0709847033444509,0.38259771288679006,0.31667417521075314,0.27882088654634685,7337.151472847378
0.1490376821397637,0.6605468333392547,0.4026986380214954,0.4493378752714312,5815.381932518313
0.2739346789759191,0.40567332946685564,0.40473726656650993,0.377371095850711,6530.983903629441
0.19228171135771388,0.05448581180539039,0.012696377583366367,0.043916664461587304,10298.849836272855
0.1183392829303294,0.043443766972710865,1e-05,0.01523938584289734,8294.0149492664
0.857293348746838,0.43696815746457307,0.28670476485197127,0.22737057822266,8174.896686494351
0.18140450734898925,0.31564892814843626,0.19101333000327939,0.15836927165077866,7173.93320129599
0.6472244829947887,0.42028693295461667,0.15804127836454857,0.15406082484858052,9065.284126032677
0.09090700896613864,0.13054804245468943,1e-05,1e-05,7909.368611423034
0.06334433347768587,1e-05,1e-05,1e-05,12505.72441674982
0.530830958778774,0.08058320363073476,0.04412644128233601,0.0055165825839530525,12072.337392628195
0.3252540594916651,0.2555972693739115,1e-05,0.08067441990497151,6129.965689891152
0.5238776180199147,0.446483639557312,0.38240050372511725,0.4325140796704263,11221.245282850097
0.3011828225689462,1e-05,1e-05,1e-05,13144.355384732999
0.07628726263008469,0.38368621622979443,0.19562927051131826,0.21655962310765614,6886.214589497874
0.24241966669873238,1e-05,1e-05,1e-05,13346.73439169356
0.12884100190025569,0.07260441464545578,0.026718605462663532,0.04023589158988665,12388.315162922658
0.22864376575786866,0.6338255632949225,0.5945568140070417,0.6108689779451104,7220.703607242023
0.3470488105968142,0.12159850774899149,0.06367059479999869,0.060403581406290714,9919.132026872467
0.1631434331602369,0.1766661297958102,0.03593998340188411,0.026453843250468165,10843.443463623526
0.2214665164028329,1e-05,1e-05,1e-05,13944.698637894224
0.0074302743930074605,0.11471359770724278,0.015908779969198095,0.08355862656012394,8828.108520667469
0.19224790878533748,0.10262335166523891,0.012133494196245128,0.04605515081107432,11429.263680015294
0.5380798713710245,0.3805261661148331,0.21148929002478137,0.20921005024327735,6947.496302368387
0.46493062907468835,0.40802262303444975,0.4581074360250188,0.48047457847544456,13859.889493146115
0.23800193508271347,1e-05,1e-05,1e-05,12659.673209275521
1e-05,0.2442342907806506,0.11026016567839945,0.15400150030533247,7356.48103133057
1e-05,0.6163080946046766,0.47266775847705583,0.4733090137493228,7108.467187570675
0.6717520100501662,0.21809544437614692,0.1334540136093983,0.147251148220099,13303.643840547122
0.8389832950171974,0.2756178199046114,0.1965142282266414,0.2343798077650041,8702.308044231366
0.625231286708802,0.274325296536115,0.20459047128157629,0.1959158061324463,6786.15839307436
0.31304797141728347,0.3191596785754388,0.3114845274705904,0.34953739862978334,9430.984895159092
0.1386811477452113,0.03376190892842539,0.03488015435622996,1e-05,11883.58069124818
0.17618535449853748,0.547842245507671,0.494590979999771,0.4980983310064207,9530.856731253012
0.18277795610769124,0.15471958263961944,0.14550900927716642,0.10887801918632356,11531.430971869402
0.11575169155547496,1e-05,1e-05,1e-05,10716.093455582859
0.15648697233783382,0.11227233899040265,0.00968663318402204,1e-05,11183.582616499494
0.6003763176726388,0.13948386677675007,1e-05,1e-05,12268.93902189817
0.031508040682444186,1e-05,1e-05,1e-05,11362.502619802954
0.00934715450244778,0.02106270140125813,1e-05,1e-05,9884.80707421899
0.664490967774952,0.5131211896649407,0.4682566214969043,0.49381646266451096,8647.334734663369
0.18890261357506466,0.11375019046223055,0.05823437526714371,0.014503262698289046,12216.426866178004
0.08724006905002579,1.0,0.9964811121788216,0.9748838428585749,7859.602067359858
0.29387873181105745,0.7128695830489356,0.7060360761239726,0.7387592634483948,9028.439205193095
0.9881723306274696,0.41248066877515105,0.17600623206435775,0.24947921297752612,7010.354126400182
1e-05,0.13584720982235382,1e-05,0.061563944920055784,9547.156220270057
0.7153253988090765,0.05876776015929261,1e-05,0.012600764641499729,8068.69721933348
0.21761465828075605,1e-05,1e-05,1e-05,11953.275682104488
0.8647888387667841,1.0,0.9275061474198361,0.8979291280190125,11015.539872642075
0.5850408903121198,1.0,1.0,1.0,10501.81359348127
0.31981092372099895,0.4087477863408015,0.2998754346524464,0.3051957413342829,7924.033740463003
0.7949096162952705,0.43674266477750584,0.5758025081385449,0.5380775415228098,15417.478662052328
0.005725139750963136,1.0,1.0,1.0,7926.693958224996
0.24148645408053124,0.08401535727605083,0.046011034560420334,0.03905415585847175,11283.171125829222
0.3423375882204614,0.11922671547158913,0.020492113054858936,0.074579603283106,12028.582918086224
0.6744180430144797,0.16031944162065667,0.003906288592869169,0.0761082271160089,12406.228653107373
0.549772112777901,0.9366121589761663,0.7867427170505014,0.815579207597836,5486.920253402422
0.27484277006935504,0.7907087545124626,0.7159718352286006,0.7319817412843913,7783.659749629243
0.08907150996185119,0.163385913162701,0.09440985610326652,0.15905230997831263,9172.02819134508
0.21699956740900475,0.19490195121138199,0.15220309844479443,0.177810062024465,9341.121110454204
0.3759710585461179,0.0672748673279313,1e-05,0.015094448558930383,9663.598430650576
0.008883894633147668,0.10634993654267912,0.045743918815952626,0.04147447446215767,10602.74465318663
0.32758786400716067,1e-05,1e-05,1e-05,12502.641188170232
1.0,0.8748649331909485,0.906815829231968,0.9053005168149024,18138.462945933858
0.11838365438087624,0.30886115810789216,0.32639532471116045,0.29369373146131866,9311.447014704348
0.1818825001006757,1.0,0.9343377435130629,0.9432924808514088,8696.59400505892
0.16491793442672908,0.6397181731682238,0.4961210237170298,0.48255024233741073,5593.692029316511
0.026307506003453014,0.06817017619781662,0.07745148948337793,1e-05,11489.634336165022
