feature_0,feature_1,feature_2,feature_3,feature_4,PERF
0.7318690580634862,0.7318690580634862,0.7318690580634862,0.8796231880236401,0.9425769569875823,21.173000000000002
0.870111309240596,0.870111309240596,0.870111309240596,0.9719417753250029,0.999787895107184,21.178
0.8515443197683946,0.8515443197683946,0.8515443197683946,0.9618810649694973,0.809331319636098,21.180999999999997
0.9904095202388401,0.9904095202388401,0.9904095202388401,0.9875482056077932,0.7160388304954185,21.182
0.947385010922803,0.947385010922803,0.947385010922803,0.999362367753901,0.9492136071962677,21.185
0.9681929922489299,0.9681929922489299,0.9681929922489299,0.9991846484887673,0.9039869533693802,21.185
0.9911901949842814,0.9911901949842814,0.9911901949842814,0.9866054891009837,0.7692403176130722,21.185
0.9773692102895305,0.9773692102895305,0.9773692102895305,0.9966807314862933,0.705069713894447,21.186999999999998
0.8090284614203868,0.8090284614203868,0.8090284614203868,0.9356917334445294,0.9881874466404973,21.188000000000002
0.9904095202367739,0.9904095202367739,0.9904095202367739,0.2884965261458725,0.06834743022932611,21.206999999999997
0.7318690580551848,0.7318690580551848,0.7318690580551848,0.7031253562440914,0.5950604657769119,21.211
0.9473850109181855,0.9473850109181855,0.9473850109181855,0.3962422174739154,0.21227805877972183,21.214000000000002
0.9911901949822993,0.9911901949822993,0.9911901949822993,0.2855004980168303,0.08667986478229449,21.215
0.9681929922452612,0.9681929922452612,0.9681929922452612,0.351860318865166,0.16377331116961813,21.221
0.8515443197613557,0.8515443197613557,0.8515443197613557,0.551498844898408,0.10384980765050739,21.226
0.8701113092338851,0.8701113092338851,0.8701113092338851,0.5248119400885494,0.36315609658507586,21.226999999999997
0.8090284614127531,0.8090284614127531,0.8090284614127531,0.608941950511709,0.4698315375230521,21.228
0.9773692102864056,0.9773692102864056,0.9773692102864056,0.32896199862601827,0.06507173882006041,21.241999999999997
0.9473850109121909,0.9473850109121909,0.9473850109121909,0.9993623677523782,0.9492136072109798,21.244
0.991190194979726,0.991190194979726,0.991190194979726,0.986605489107997,0.769240317640639,21.246
0.9988045987345622,0.9988045987345622,0.9988045987345622,0.9119766433145141,0.8330470924581712,21.247
0.9681929922404986,0.9681929922404986,0.9681929922404986,0.9991846484904986,0.903986953389062,21.247
0.9692098800511767,0.9692098800511767,0.9692098800511767,0.8167598985161258,0.5976001418659368,21.249000000000002
